,Title,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,Country Availability,Runtime,Director,Actors,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Boxoffice,Release Date,Summary,IMDb Votes
15049,Youve Got Mail,"Comedy, Drama, Romance","Comedies,Romantic Favourites,Romantic Films,Romantic Comedies",English,Movie,3.2,"Russia,Poland,Czech Republic,Hungary,Slovakia,Romania",1-2 hour,Nora Ephron,"Parker Posey, Greg Kinnear, Meg Ryan, Tom Hanks",6.7,70.0,57.0,6.0,"$115,821,495",18 Dec 1998,Superstore magnate Joe and independent shop owner Kathleen fall in love via the Internet -- both unaware that hes trying to put her out of business.,195826.0
15050,The Green Hornet,"Action, Comedy, Crime","Gangster Films,Comic Book and Superhero Films,Action Comedies,Comedies,Martial Arts Films,Action & Adventure,Crime Action & Adventure,Dark Comedies,Gangster Action & Adventure,US Movies,Crime Comedies,Crime Films,Blockbuster Action & Adventure,Action,Crime Action","English, Mandarin",Movie,2.3,"Turkey,Hong Kong,Japan,Canada,Singapore,Switzerland,United States,Greece,Sweden,Thailand,Malaysia,Netherlands,Italy,Israel,India,Germany",1-2 hour,Michel Gondry,"Tom Wilkinson, Cameron Diaz, Seth Rogen, Jay Chou",5.8,44.0,39.0,4.0,"$98,780,042",14 Jan 2011,"A hard-partying heir dons a disguise to fight crime after hours. But with no talents or skills, he relies on his friend, a martial-arts genius.",155265.0
15055,"Girl, Interrupted","Biography, Drama","Dramas,20th Century Period Pieces,Dramas based on a book,Dramas based on real life,Dramas based on contemporary literature,Films Based on Real Life,Films Based on Books,Historical Dramas",English,Movie,2.9,"South Korea,Switzerland,Portugal,France,Hungary,Czech Republic,Germany,South Africa,Iceland,Israel,Lithuania,Italy,Poland,Slovakia,Sweden,Romania,Belgium",> 2 hrs,James Mangold,"Winona Ryder, Angelina Jolie, Clea DuVall, Brittany Murphy",7.3,53.0,51.0,8.0,"$28,912,646",14 Jan 2000,"Diagnosed with a disorder, Susanna Kaysen is sent to a mental institution, where she enters the skewed world of people who truly belong on the inside.",165194.0
15057,Goon,"Comedy, Drama, Sport","Sports Comedies,Comedies,Sports Films,Dark Comedies,Late Night Comedies,Films Based on Books,Canadian Films,Canadian Comedies,Critically-acclaimed Canadian Films","English, French",Movie,3.5,"United Kingdom,Canada,Australia",1-2 hour,Michael Dowse,"Alison Pill, Jay Baruchel, Seann William Scott, Liev Schreiber",6.8,81.0,64.0,1.0,"$4,168,528",24 Feb 2012,"When hes seen dispatching a rude opposing hockey player in the stands, Doug Glatt is hired by a rival team ... for his fighting skills.",83892.0
15059,The Iron Giant,"Animation, Action, Adventure, Comedy, Drama, Family, Sci-Fi","Family Features,Sci-Fi & Fantasy,Family Feature Animation,Cult Sci-Fi & Fantasy,Family Sci-Fi & Fantasy,Family Adventures,Children & Family Films,Films for ages 8 to 10,Sci-Fi Adventure,Films based on childrens books,Films for ages 5 to 7,Films Based on Books",English,Movie,4.3,"Germany,Poland,Czech Republic,Hungary,Slovakia,Romania",1-2 hour,Brad Bird,"James Gammon, Harry Connick Jr., Jennifer Aniston, Vin Diesel",8.0,96.0,85.0,20.0,"$23,159,305",06 Aug 1999,"Amid the backdrop of the Cold War, a 9-year-old boy befriends a colossal yet gentle robot that a paranoid government agent is intent on destroying.",172739.0
15063,Good Will Hunting,"Drama, Romance","Independent Dramas,Dramas,Independent Films,Tearjerkers",English,Movie,4.2,Canada,> 2 hrs,Gus Van Sant,"Stellan Skarsgård, Matt Damon, John Mighton, Ben Affleck",8.3,98.0,70.0,24.0,"$138,433,435",09 Jan 1998,"When professors discover that an aimless janitor is also a math genius, a therapist helps the young man confront the demons that are holding him back.",863226.0
15064,Son of God,"Biography, Drama, History","Dramas,Faith & Spirituality,Faith & Spirituality Films,Period Pieces,Epics,US Movies","English, Hebrew",Movie,1.9,Hong Kong,> 2 hrs,Christopher Spencer,"Diogo Morgado, Greg Hicks, Darwin Shaw, Adrian Schiller",5.7,21.0,37.0,2.0,"$59,700,064",28 Feb 2014,"A follow-up to the landmark 2013 miniseries The Bible, this feature follows the life of Jesus Christ from his humble birth to his resurrection.",18314.0
15066,The Hunger Games,"Action, Adventure, Sci-Fi, Thriller","Sci-Fi Dramas,Dramas,Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Action Thrillers,Sci-Fi Thrillers,Dramas based on a book,Teen Dramas,Action & Adventure,Dramas based on contemporary literature,Movies Based on Books,Blockbuster Action & Adventure,Futuristic Sci-Fi,US Movies",English,Movie,3.7,"South Korea,Japan,Hungary,Belgium,Thailand,Czech Republic,Netherlands,Spain,Poland,Slovakia,Sweden,Turkey,Malaysia,Romania",> 2 hrs,Gary Ross,"Jennifer Lawrence, Stanley Tucci, Wes Bentley, Willow Shields",7.2,84.0,68.0,33.0,"$408,010,692",23 Mar 2012,"In a dystopian future, teens Katniss and Peeta are drafted for a televised event pitting young competitors against each other in a fight to the death.",845462.0
15068,Grown Ups,Comedy,"Slapstick Comedies,Comedies","English, Spanish",Movie,1.7,"France,Romania,Lithuania,Hungary,South Korea,Belgium,South Africa,Switzerland,Canada,Brazil,Czech Republic,Netherlands,Germany,Israel,Australia,Poland,Argentina,Greece,Slovakia,Sweden,Mexico,Colombia,Russia",1-2 hour,Dennis Dugan,"Adam Sandler, Kevin James, Chris Rock, David Spade",5.9,11.0,30.0,3.0,"$162,001,186",25 Jun 2010,"Five childhood pals reunite after 30 years at a lake house to mourn the loss of their old basketball coach, and act quite juvenile for their age.",228737.0
15069,Just Go With It,"Comedy, Romance","Romantic Comedies,Comedies,Romantic Films,Romantic Favourites,US Movies",English,Movie,1.9,"Canada,South Korea,South Africa,Hungary,Lithuania,Romania,United Kingdom,Japan,Portugal,Belgium,Russia,India,Netherlands,Spain,Czech Republic,Germany,Poland,Sweden,Turkey,Israel",1-2 hour,Dennis Dugan,"Nick Swardson, Adam Sandler, Jennifer Aniston, Nicole Kidman",6.4,19.0,33.0,5.0,"$103,028,109",11 Feb 2011,"When Danny lies to his girlfriend that hes a divorced family man, he recruits his employee and her kids to play his ex-wife and kids.",221917.0
15070,Gremlins,"Comedy, Fantasy, Horror","Horror Films,Cult Horror Films,Cult Comedies,Creature Features,Teen Screams,Comedies,Monster Films,Dark Comedies,Sci-Fi & Fantasy,Fantasy Movies,Horror Comedies,US Movies","English, Spanish",Movie,3.8,"Belgium,France,Switzerland,Spain,Portugal,Italy,Greece,Sweden",1-2 hour,Joe Dante,"Keye Luke, John Louie, Don Steele, Hoyt Axton",7.3,85.0,70.0,8.0,"$153,378,102",08 Jun 1984,A man brings home a cute creature as a Christmas present for his son that spawns a horrifying army of devilish -- and dangerous -- little beasts.,200318.0
15075,The Family Man,"Comedy, Drama, Fantasy, Romance","Dramas,Romantic Dramas,Romantic Favourites,Romantic Comedies,Comedies,Romantic Films","English, Italian",Movie,2.7,"Japan,South Korea",> 2 hrs,Brett Ratner,"Jeremy Piven, Nicolas Cage, Téa Leoni, Don Cheadle",6.8,53.0,42.0,4.0,"$75,793,305",22 Dec 2000,A cutthroat investment banker who eschews emotional ties is transported into the life he might have had if he wed his college sweetheart.,104186.0
15078,I Will Follow,Drama,"Independent Dramas,Dramas,Romantic Dramas,Independent Films,Romantic Independent Films,Romantic Films",English,Movie,8.2,United States,1-2 hour,Ava DuVernay,"Dijon Talton, Michole Briana White, Salli Richardson-Whitfield, Omari Hardwick",6.0,82.0,71.0,1.0,"$135,809",18 Sep 2010,"Devastated after her aunt dies, Maye moves out of the home they shared and copes with her grief, yet finds comfort in the kindness of other mourners.",763.0
15081,Out of the Furnace,"Action, Crime, Drama, Thriller","Dramas,Thrillers,Crime Thrillers,Crime Dramas,Crime Movies,US Movies",English,Movie,3.1,"Romania,Hungary,South Korea,Switzerland,Czech Republic,Germany,India",1-2 hour,Scott Cooper,"Woody Harrelson, Carl Ciarfalio, Nancy Mosser, Dendrie Taylor",6.8,54.0,63.0,2.0,"$11,330,849",06 Dec 2013,The brotherly bond between two blue-collar siblings is put to the test when one lands in prison and the other gets mixed up with a crime syndicate.,107363.0
15083,The Fighter,"Biography, Drama, Sport","Dramas,Sports Dramas,Biographical Dramas,Dramas based on real life,Sports Films,Films Based on Real Life",English,Movie,4.1,"Hong Kong,Australia,Singapore,Turkey",1-2 hour,David O. Russell,"Melissa Leo, Amy Adams, Christian Bale, Mark Wahlberg",7.8,90.0,79.0,74.0,"$93,617,009",17 Dec 2010,"After a string of defeats, a boxer rediscovers his fighting will with help from his trainer and half-brother, a once-talented pugilist.",341531.0
15084,Frances Ha,"Comedy, Drama, Romance","Independent Films,Independent Comedies,Comedies,Dark Comedies,Dramas","English, French",Movie,4.1,"Japan,Poland",1-2 hour,Noah Baumbach,"Adam Driver, Mickey Sumner, Greta Gerwig, Michael Esper",7.5,92.0,82.0,1.0,"$4,069,826",23 Aug 2013,"Determined to make it as a modern dancer in New York, a young woman pursues her unlikely goal with more enthusiasm than natural talent.",75057.0
15085,Happy Feet,"Animation, Adventure, Comedy, Family, Music, Musical, Romance","Family Features,Kids Music,Animal Tales,Family Feature Animation,Family Comedies,Children & Family Films,Films for ages 8 to 10,Comedies,Musicals,Films for ages 5 to 7,Music & Musicals,US Movies,Critically Acclaimed Films,Critically Acclaimed Comedies,Oscar-Winning Films,Golden Globe Award-Winning Films",English,Movie,3.6,"Hungary,Romania,Belgium,France,Portugal,Switzerland,Canada,Czech Republic,Spain,Poland,Slovakia,Sweden,Turkey",1-2 hour,"George Miller, Judy Morris, Warren Coleman","Lombardo Boyar, Jeffrey Garcia, Johnny A. Sanchez, Carlos Alazraqui",6.4,76.0,77.0,20.0,"$198,000,317",17 Nov 2006,"Unlike his pals, young penguin Mumble cant sing well enough to attract a mate, but hes blessed with an unusual gift: He can tap-dance like a champ!",170455.0
15088,Free Willy,"Adventure, Drama, Family","Dramas,Family Adventures,Family Features,Children & Family Films,Films for ages 8 to 10,Animal Tales,Family Dramas,Films for ages 5 to 7",English,Movie,3.5,"France,Switzerland,Belgium,United Kingdom,Hungary,Czech Republic,Israel,Italy,Poland,Greece,Slovakia,Sweden,Romania",1-2 hour,Simon Wincer,"Jason James Richter, Jayne Atkinson, Lori Petty, August Schellenberg",6.0,70.0,79.0,7.0,"$77,698,625",16 Jul 1993,"Ordered to clean up the graffiti he painted at a marine theme park, a troubled young boy unexpectedly bonds with a killer whale on exhibit.",69310.0
15092,Fair Game,"Biography, Drama, Thriller","Dramas,Thrillers,Political Dramas,Political Thrillers,Dramas based on a book,Dramas based on real life,Movies Based on Real Life,Movies Based on Books","English, Arabic, French",Movie,3.6,Germany,1-2 hour,Doug Liman,"Sonya Davison, Naomi Watts, Vanessa Chong, Anand Tiwari",6.8,79.0,69.0,4.0,"$9,540,691",03 Dec 2010,"Valerie Plame finds her life, career and marriage in jeopardy when her own government leaks her status as a CIA operative in a political vendetta.",46899.0
15093,Pulp Fiction,"Crime, Drama","Independent Dramas,Dramas,Independent Films,Thrillers,Gangster Films,Film Noir,Police Thrillers,Police Dramas,Police Movies,Crime Thrillers,Crime Dramas,Independent Thrillers,Classic Dramas,Classic Movies,Crime Movies","English, Spanish, French",Movie,4.6,Canada,> 2 hrs,Quentin Tarantino,"Tim Roth, Amanda Plummer, Laura Lovelace, John Travolta",8.9,92.0,94.0,70.0,"$107,928,762",14 Oct 1994,"Quentin Tarantinos stylized crime caper weaves together stories featuring a burger-loving hit man, his philosophical partner and a washed-up boxer.",1831004.0
15105,Whats Eating Gilbert Grape,Drama,"Independent Dramas,Dramas,Romantic Dramas,Independent Films,Romantic Independent Films,Romantic Favourites,Dramas based on a book,Tearjerkers,Romantic Films,Dramas based on contemporary literature",English,Movie,4.0,United States,1-2 hour,Lasse Hallström,"Johnny Depp, Leonardo DiCaprio, Juliette Lewis, Mary Steenburgen",7.8,90.0,73.0,8.0,"$10,032,765",04 Mar 1994,"In a backwater Iowa town, young Gilbert is torn between taking care of his troubled family and a girl who shows him new possibilities for his life.",215692.0
15106,Girl with a Pearl Earring,"Biography, Drama, Romance","Dramas,Romantic Dramas,Period Pieces,Dramas based on a book,Romantic Films,Dramas based on contemporary literature",English,Movie,3.5,South Korea,1-2 hour,Peter Webber,"Colin Firth, Tom Wilkinson, Scarlett Johansson, Judy Parfitt",6.9,72.0,72.0,17.0,"$11,670,971",30 Jan 2004,"In this adaptation of the best-selling novel, a young housemaid with a hidden appreciation for art becomes the muse of Dutch master painter Vermeer.",72488.0
15107,Even the Rain,"Drama, History","Dramas,International Dramas,Showbiz Dramas,Spanish Films,International Movies,Political Dramas,Social Issue Dramas","Spanish, Quechua, English",Movie,3.8,"United States,Canada",1-2 hour,Icíar Bollaín,"Luis Tosar, Karra Elejalde, Gael García Bernal, Juan Carlos Aduviri",7.4,87.0,69.0,21.0,"$518,017",05 Jan 2011,"While making a film about the incursion of Christopher Columbus in the New World, a director finds the Bolivian locals protesting modern exploitation.",12778.0
15111,The Expendables,"Action, Adventure, Thriller","Action Thrillers,Military Action & Adventure,Action & Adventure,Adventures,US Movies","English, Spanish",Movie,2.5,"Japan,Hong Kong,South Africa,Belgium,Thailand,Czech Republic,Netherlands,Australia,Singapore,Malaysia,Slovakia",1-2 hour,Sylvester Stallone,"Jason Statham, Jet Li, Dolph Lundgren, Sylvester Stallone",6.5,42.0,45.0,3.0,"$103,068,524",13 Aug 2010,"A mercenary leads a ragtag band of hired guns charged with overthrowing a South American despot, a job no official military unit is willing to touch.",326216.0
15112,Kevin Hart: Let Me Explain,"Documentary, Comedy","Stand-up Comedy,Comedies,Irreverent Stand-Up Comedy",English,Movie,3.8,"Russia,Lithuania,Hungary,Hong Kong,Japan,Romania,South Korea,Belgium,Switzerland,Portugal,Thailand,France,Czech Republic,Spain,Germany,India",1-2 hour,"Leslie Small, Tim Story","Will 'Spank' Horton, Harry Ratchford, Kevin Hart, Joey Wells",6.8,61.0,53.0,1.0,"$32,244,051",03 Jul 2013,"Philadelphia funnyman Kevin Hart takes the stage in front of a sold-out crowd at Madison Square Garden, part of his hit Let Me Explain world tour.",8542.0
15113,Elf,"Adventure, Comedy, Family, Fantasy, Romance","Family Features,Family Comedies,Children & Family Films,Films for ages 8 to 10,Comedies,Films for ages 5 to 7,Family Cozy Time",English,Movie,3.6,"Hungary,Romania,Portugal,Japan,Czech Republic,Spain,Poland,Slovakia,Sweden,Australia",1-2 hour,Jon Favreau,"Will Ferrell, James Caan, Bob Newhart, Edward Asner",7.0,84.0,64.0,2.0,"$176,630,408",07 Nov 2003,"Buddy the Elf doesnt fit in with the other North Pole elves, so he travels to New York to find his real father and spread some Christmas cheer.",231633.0
15114,Europa Report,"Action, Drama, Mystery, Sci-Fi, Thriller","Thrillers,Sci-Fi & Fantasy,Sci-Fi Thrillers,Alien Sci-Fi,Sci-Fi Adventure,Adventures,Action & Adventure","English, Russian, Chinese",Movie,3.5,India,1-2 hour,Sebastián Cordero,"Christian Camargo, Daniel Wu, Sharlto Copley, Karolina Wydra",6.4,81.0,68.0,1.0,"$125,687",27 Jun 2013,"When a private company sends six astronauts to learn whether one of Jupiters moons can sustain life, what they find terrifies and transforms them.",67522.0
15117,End of Watch,"Action, Crime, Drama, Thriller","Action Thrillers,Police Action & Adventure,Action & Adventure,Crime Action & Adventure,Police Movies","English, Spanish",Movie,3.8,"Germany,Australia",1-2 hour,David Ayer,"Michael Peña, Anna Kendrick, Jake Gyllenhaal, Natalie Martinez",7.6,85.0,68.0,3.0,"$41,003,371",21 Sep 2012,"Officers Taylor and Zavala patrol the streets of South Central Los Angeles, an area of the city ruled by gangs and riddled with drug violence.",228745.0
15119,The Lord of the Rings: The Return of the King,"Action, Adventure, Drama, Fantasy","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Fantasy,Epics,Adventures,Action & Adventure,Films Based on Books,Visually-striking Sci-Fi & Fantasy,US Movies,Action,Blockbuster Action & Adventure","English, Quenya, Old English, Sindarin",Movie,4.6,"Portugal,Italy,Sweden,Turkey",> 2 hrs,Peter Jackson,"Ali Astin, Noel Appleby, Sean Astin, David Aston",8.9,93.0,94.0,210.0,"$377,845,905",17 Dec 2003,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor.",1645871.0
15120,Enders Game,"Action, Adventure, Fantasy, Sci-Fi","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Alien Sci-Fi,Sci-Fi Adventure,Action & Adventure,Adventures,Movies Based on Books,Blockbuster Action & Adventure,Futuristic Sci-Fi,Action Movies",English,Movie,3.0,"Romania,Hong Kong,Switzerland,Hungary,Czech Republic,Spain,Germany,Italy,Singapore,India,Malaysia,Slovakia",1-2 hour,Gavin Hood,"Abigail Breslin, Asa Butterfield, Hailee Steinfeld, Harrison Ford",6.6,62.0,51.0,1.0,"$61,737,191",01 Nov 2013,"Talented preteen children, including Andrew Ender Wiggin, are trained for battle against the alien insectoid Formics (Buggers) invading Earth.",224102.0
15121,The Wolf of Wall Street,"Biography, Crime, Drama","Dramas,Award-winning Movies,Dramas based on a book,Golden Globe Award-winning Films,Dramas based on real life,Films Based on Real Life,Comedies,Films Based on Books,Crime Comedies,Crime Movies,Raunchy Comedies,Crime Dramas,20th-Century Period Pieces,Dark Comedies,US Movies,Late Night Comedies,Critically Acclaimed Films,Critically Acclaimed Dramas,Critically Acclaimed Comedies,Crime Movies based on real life","English, French",Movie,3.9,"Romania,Hong Kong,South Africa,Switzerland,Belgium,Hungary,Thailand,Czech Republic,Spain,Germany,Slovakia,United Kingdom,Japan",> 2 hrs,Martin Scorsese,"Margot Robbie, Leonardo DiCaprio, Jonah Hill, Matthew McConaughey",8.2,79.0,75.0,37.0,"$116,900,694",25 Dec 2013,"Martin Scorceses high-rolling Wall Street drama is based on the memoirs of stockbroker Jordan Belfort, whose giddy career ended in federal prison.",1193480.0
15126,The Baader Meinhof Complex,"Action, Biography, Crime, Drama, History, Thriller","Dramas,20th Century Period Pieces,Thrillers,International Dramas,Courtroom Dramas,International Movies,Political Dramas,Political Thrillers,Dramas based on a book,German Films,Police Thrillers,Police Dramas,Police Movies,Dramas based on real life,Crime Thrillers,Crime Dramas","German, English, French, Swedish, Arabic",Movie,3.9,"Switzerland,Germany",> 2 hrs,Uli Edel,"Jan Josef Liefers, Johanna Wokalek, Moritz Bleibtreu, Martina Gedeck",7.4,85.0,76.0,4.0,"$476,270",25 Sep 2008,A radical terrorist group known as the Red Army Faction uses extreme violence to combat what they perceive as a new fascist threat in 1970s Germany.,36119.0
15128,Divine Secrets of the Ya-Ya Sisterhood,Drama,"Dramas,20th Century Period Pieces,Dramas based on a book,Tearjerkers",English,Movie,2.6,"Thailand,Hong Kong,Singapore,Malaysia",1-2 hour,Callie Khouri,"Ellen Burstyn, Sandra Bullock, James Garner, Fionnula Flanagan",6.1,45.0,48.0,1.0,"$69,599,016",07 Jun 2002,"In this Southern-fried comedy, a group of lifelong female friends go through decades of ups and downs, becoming all the stronger for it.",18138.0
